Alloy,Elements,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,N,Li,Sn,B,Y,Pd,Actual phase,Phases considered,References
Mo0.3NbTiV0.3Zr,"['Mo', 'Nb', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.277777778,0.083333333,0.277777778,0.083333333,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matdes.2015.06.072
Mo0.3NbTiVZr,"['Mo', 'Nb', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.23255814,0.23255814,0.23255814,0.069767442,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matdes.2015.06.072
Mo0.5NbTiV0.3Zr,"['Mo', 'Nb', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.263157895,0.078947368,0.263157895,0.131578947,0.263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matdes.2015.06.072
Mo0.5NbTiVZr,"['Mo', 'Nb', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.111111111,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matdes.2015.06.072
Mo0.7NbTiV0.3Zr,"['Mo', 'Nb', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.25,0.075,0.25,0.175,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matdes.2015.06.072
Mo0.7NbTiVZr,"['Mo', 'Nb', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.212765957,0.212765957,0.212765957,0.14893617,0.212765957,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matdes.2015.06.072
Mo1.3NbTiV0.3Zr,"['Mo', 'Nb', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.217391304,0.065217391,0.217391304,0.282608696,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matdes.2015.06.072
Mo1.3NbTiVZr,"['Mo', 'Nb', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.188679245,0.188679245,0.188679245,0.245283019,0.188679245,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matdes.2015.06.072
Mo1.5NbTiV0.3Zr,"['Mo', 'Nb', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.208333333,0.0625,0.208333333,0.3125,0.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matdes.2015.06.072
MoNbTaTi0.25W,"['Mo', 'Nb', 'Ta', 'Ti', 'W']",0,0,0,0,0,0,0,0.058823529,0,0.235294118,0.235294118,0,0,0.235294118,0.235294118,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.msea.2017.12.004
MoNbTaTi0.5W,"['Mo', 'Nb', 'Ta', 'Ti', 'W']",0,0,0,0,0,0,0,0.111111111,0,0.222222222,0.222222222,0,0,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.msea.2017.12.004
MoNbTaTi0.75W,"['Mo', 'Nb', 'Ta', 'Ti', 'W']",0,0,0,0,0,0,0,0.157894737,0,0.210526316,0.210526316,0,0,0.210526316,0.210526316,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.msea.2017.12.004
MoNbTaTiW,"['Mo', 'Nb', 'Ta', 'Ti', 'W']",0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.msea.2017.12.004
MoNbTaV,"['Mo', 'Nb', 'Ta', 'V']",0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3390/e18050189
Nb25Mo25Ta25W25,"['Nb', 'Mo', 'Ta', 'W']",0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.intermet.2011.01.004
MoNbTiV,"['Mo', 'Nb', 'Ti', 'V']",0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3390/e16020870
MoNbTiV0.3Zr,"['Mo', 'Nb', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.23255814,0.069767442,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matdes.2015.06.072
MoNbTiVZr,"['Mo', 'Nb', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matdes.2015.06.072
NbTaTiV,"['Nb', 'Ta', 'Ti', 'V']",0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.proeng.2012.03.043
NbTiV0.3Zr,"['Nb', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.303030303,0.090909091,0.303030303,0,0.303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matdes.2015.06.072
CoFeNiSi0.0,"['Co', 'Fe', 'Ni', 'Si']",0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.jmmm.2014.07.023
CoFeNiSi0.25,"['Co', 'Fe', 'Ni', 'Si']",0,0.307692308,0,0.307692308,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.jmmm.2014.07.023
CoFeNiSi0.5,"['Co', 'Fe', 'Ni', 'Si']",0,0.285714286,0,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jmmm.2014.07.023
CoFeNiSi0.75,"['Co', 'Fe', 'Ni', 'Si']",0,0.266666667,0,0.266666667,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jmmm.2014.07.023
Al0.25CoFeNi,"['Al', 'Co', 'Fe', 'Ni']",0.076923077,0.307692308,0,0.307692308,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.jmmm.2014.07.023
Al0.5CoFeNi,"['Al', 'Co', 'Fe', 'Ni']",0.142857143,0.285714286,0,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.jmmm.2014.07.023
Al0.75CoFeNi,"['Al', 'Co', 'Fe', 'Ni']",0.2,0.266666667,0,0.266666667,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.jmmm.2014.07.023
CoCrFeNb0.0Ni,"['Co', 'Cr', 'Fe', 'Nb', 'Ni']",0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.intermet.2015.01.004
CoCrFeNb0.103Ni,"['Co', 'Cr', 'Fe', 'Nb', 'Ni']",0,0.243724104,0.243724104,0.243724104,0.243724104,0,0,0,0,0.025103583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.intermet.2015.01.004
CoCrFeNb0.155Ni,"['Co', 'Cr', 'Fe', 'Nb', 'Ni']",0,0.240673887,0.240673887,0.240673887,0.240673887,0,0,0,0,0.037304452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.intermet.2015.01.004
CoCrFeNb0.206Ni,"['Co', 'Cr', 'Fe', 'Nb', 'Ni']",0,0.237755587,0.237755587,0.237755587,0.237755587,0,0,0,0,0.048977651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.intermet.2015.01.004
CoCrFeNb0.309Ni,"['Co', 'Cr', 'Fe', 'Nb', 'Ni']",0,0.232072407,0.232072407,0.232072407,0.232072407,0,0,0,0,0.071710374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.intermet.2015.01.004
CoCrFeNb0.412Ni,"['Co', 'Cr', 'Fe', 'Nb', 'Ni']",0,0.226654578,0.226654578,0.226654578,0.226654578,0,0,0,0,0.093381686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.intermet.2015.01.004
AlC0.1CoCrFeNi,"['Al', 'C', 'Co', 'Cr', 'Fe', 'Ni']",0.196078431,0.196078431,0.196078431,0.196078431,0.196078431,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jallcom.2010.10.047
AlC0.2CoCrFeNi,"['Al', 'C', 'Co', 'Cr', 'Fe', 'Ni']",0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jallcom.2010.10.047
AlC0.3CoCrFeNi,"['Al', 'C', 'Co', 'Cr', 'Fe', 'Ni']",0.188679245,0.188679245,0.188679245,0.188679245,0.188679245,0,0,0,0,0,0,0,0,0,0,0.056603774,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jallcom.2010.10.047
AlC0.4CoCrFeNi,"['Al', 'C', 'Co', 'Cr', 'Fe', 'Ni']",0.185185185,0.185185185,0.185185185,0.185185185,0.185185185,0,0,0,0,0,0,0,0,0,0,0.074074074,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jallcom.2010.10.047
AlC0.5CoCrFeNi,"['Al', 'C', 'Co', 'Cr', 'Fe', 'Ni']",0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jallcom.2010.10.047
AlCCoCrFeNi,"['Al', 'C', 'Co', 'Cr', 'Fe', 'Ni']",0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jallcom.2010.10.047
AlCoCrFeMo0.1Ni,"['Al', 'Co', 'Cr', 'Fe', 'Mo', 'Ni']",0.196078431,0.196078431,0.196078431,0.196078431,0.196078431,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.msea.2010.07.028
AlCoCrFeMo0.2Ni,"['Al', 'Co', 'Cr', 'Fe', 'Mo', 'Ni']",0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2010.07.028
AlCoCrFeMo0.3Ni,"['Al', 'Co', 'Cr', 'Fe', 'Mo', 'Ni']",0.188679245,0.188679245,0.188679245,0.188679245,0.188679245,0,0,0,0,0,0.056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2010.07.028
AlCoCrFeMo0.4Ni,"['Al', 'Co', 'Cr', 'Fe', 'Mo', 'Ni']",0.185185185,0.185185185,0.185185185,0.185185185,0.185185185,0,0,0,0,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2010.07.028
AlCoCrFeMo0.5Ni,"['Al', 'Co', 'Cr', 'Fe', 'Mo', 'Ni']",0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2010.07.028
AlCoCrFeNb0.1Ni,"['Al', 'Co', 'Cr', 'Fe', 'Nb', 'Ni']",0.196078431,0.196078431,0.196078431,0.196078431,0.196078431,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.msea.2011.10.110
AlCoCrFeNb0.25Ni,"['Al', 'Co', 'Cr', 'Fe', 'Nb', 'Ni']",0.19047619,0.19047619,0.19047619,0.19047619,0.19047619,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC + (Laves + bcc),0,https://doi.org/10.1016/j.msea.2011.10.110
AlCoCrFeNb0.5Ni,"['Al', 'Co', 'Cr', 'Fe', 'Nb', 'Ni']",0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC + (Laves + bcc),0,https://doi.org/10.1016/j.msea.2011.10.110
AlCoCrFeNiSi0.2,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Si']",0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,BCC + (Laves + bcc),0,https://doi.org/10.1016/j.msea.2010.07.049
AlCoCrFeNiSi0.4,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Si']",0.185185185,0.185185185,0.185185185,0.185185185,0.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074074074,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.msea.2010.07.049
AlCoCrFeNiSi0.6,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Si']",0.178571429,0.178571429,0.178571429,0.178571429,0.178571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.msea.2010.07.049
AlCoCrFeNiSi0.8,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Si']",0.172413793,0.172413793,0.172413793,0.172413793,0.172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137931034,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2010.07.049
AlCoCrFeNiSi,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Si']",0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2010.07.049
CoCrCu1FeNiTi0.5,"['Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.jallcom.2008.11.059
Al0.5CoCrCu0.5FeNiTi0.5,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.090909091,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.3166/acsm.31.669-684
Al0.75CoCrCu0.25FeNiTi0.5,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.136363636,0.181818182,0.181818182,0.181818182,0.181818182,0.045454545,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.jallcom.2008.11.059
Ti0.5CrFeCoNiAl,"['Ti', 'Cr', 'Fe', 'Co', 'Ni', 'Al']",0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.jallcom.2008.11.059
AlCoCrFeNiTi,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Ti']",0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1063/1.2734517
AlCoCrFeNiTi1.5,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Ti']",0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1063/1.2734517
CoCrFeMnNiV0.0,"['Co', 'Cr', 'Fe', 'Mn', 'Ni', 'V']",0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.jallcom.2014.12.157
CoCrFeMnNiV0.25,"['Co', 'Cr', 'Fe', 'Mn', 'Ni', 'V']",0,0.19047619,0.19047619,0.19047619,0.19047619,0,0.19047619,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.jallcom.2014.12.157
CoCrFeMnNiV0.5,"['Co', 'Cr', 'Fe', 'Mn', 'Ni', 'V']",0,0.181818182,0.181818182,0.181818182,0.181818182,0,0.181818182,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.jallcom.2014.12.157
CoCrFeMnNiV0.75,"['Co', 'Cr', 'Fe', 'Mn', 'Ni', 'V']",0,0.173913043,0.173913043,0.173913043,0.173913043,0,0.173913043,0,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jallcom.2014.12.157
CoCrFeMnNiV1.0,"['Co', 'Cr', 'Fe', 'Mn', 'Ni', 'V']",0,0.166666667,0.166666667,0.166666667,0.166666667,0,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jallcom.2014.12.157
CoCrNi,"['Co', 'Cr', 'Ni']",0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.jallcom.2019.06.005
AlCrFeNiMo0.0,"['Al', 'Cr', 'Fe', 'Ni', 'Mo']",0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.jallcom.2013.03.253
AlCrFeNiMo0.2,"['Al', 'Cr', 'Fe', 'Ni', 'Mo']",0.238095238,0,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.jallcom.2013.03.253
AlCrFeNiMo0.5,"['Al', 'Cr', 'Fe', 'Ni', 'Mo']",0.222222222,0,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.jallcom.2013.03.253
AlCrFeNiMo0.8,"['Al', 'Cr', 'Fe', 'Ni', 'Mo']",0.208333333,0,0.208333333,0.208333333,0.208333333,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.jallcom.2013.03.253
Al0.5CoCrCuFeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1007/s11661-005-0283-0
AlCoCrCuFeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-005-0283-0
Al2CoCrCuFeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.285714286,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-005-0283-0
AlCrCuFeNi0.6,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.217391304,0,0.217391304,0.217391304,0.130434783,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2011.11.063
AlCrCuFeNi0.8,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.208333333,0,0.208333333,0.208333333,0.166666667,0.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2011.11.063
AlCrCuFeNi1.2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.192307692,0,0.192307692,0.192307692,0.230769231,0.192307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2011.11.063
AlCrCuFeNi1.4,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.185185185,0,0.185185185,0.185185185,0.259259259,0.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2011.11.063
Hf25Nb25Ti25Zr25,"['Hf', 'Nb', 'Ti', 'Zr']",0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.matlet.2014.05.134
HfMoNbTiZr,"['Hf', 'Mo', 'Nb', 'Ti', 'Zr']",0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.3390/e21010015
VCrFeTa0.1W0.1,"['V', 'Cr', 'Fe', 'Ta', 'W']",0,0,0.3125,0.3125,0,0,0,0,0.3125,0,0,0,0,0.03125,0.03125,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3390/e20120951
VCrFeTa0.2W0.2,"['V', 'Cr', 'Fe', 'Ta', 'W']",0,0,0.294117647,0.294117647,0,0,0,0,0.294117647,0,0,0,0,0.058823529,0.058823529,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3390/e20120951
VCrFeTa0.4W0.4,"['V', 'Cr', 'Fe', 'Ta', 'W']",0,0,0.263157895,0.263157895,0,0,0,0,0.263157895,0,0,0,0,0.105263158,0.105263158,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.3390/e20120951
Al65Cu5Fe5Mg5Si15Zn5,"['Al', 'Cu', 'Fe', 'Mg', 'Si', 'Zn']",0.65,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.15,0,0,0,0,0,0,IM,0,https://doi.org/10.1038/s41598-019-43329-w
Al65Cu5Mg5Ni5Si15Zn5,"['Al', 'Cu', 'Mg', 'Ni', 'Si', 'Zn']",0.65,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.15,0,0,0,0,0,0,IM,0,https://doi.org/10.1038/s41598-019-43329-w
Al70Cr5Cu5Mg5Si10Zn5,"['Al', 'Cr', 'Cu', 'Mg', 'Si', 'Zn']",0.7,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.1,0,0,0,0,0,0,IM,0,https://doi.org/10.1038/s41598-019-43329-w
Al70Cu5Mg5Mn5Si10Zn5,"['Al', 'Cu', 'Mg', 'Mn', 'Si', 'Zn']",0.736842105,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0.105263158,0,0,0,0,0,0,IM,0,https://doi.org/10.1038/s41598-019-43329-w
Al70Cu5Mg5Si10Zn5Zr5,"['Al', 'Cu', 'Mg', 'Si', 'Zn', 'Zr']",0.7,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0.1,0,0,0,0,0,0,IM,0,https://doi.org/10.1038/s41598-019-43329-w
NbCrMo0.5Ta0.5TiZr,"['Nb', 'Cr', 'Mo', 'Ta', 'Ti', 'Zr']",0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2017.12.021
AlCoCrFeNiTi0.0 ,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Ti']",0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2+B2 phases,0,https://doi.org/10.1016/j.jallcom.2022.163901
MoNbTaVW,"['Mo', 'Nb', 'Ta', 'V', 'W']",0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.intermet.2011.01.004
CrMoNbTiV,"['Cr', 'Mo', 'Nb', 'Ti', 'V']",0,0,0.2,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.intermet.2018.11.001
CrMoNbTiZr,"['Cr', 'Mo', 'Nb', 'Ti', 'Zr']",0,0,0.2,0,0,0,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.intermet.2018.11.001
AlCoCrFeNiTi0.4,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Ti']",0.185185185,0.185185185,0.185185185,0.185185185,0.185185185,0,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2 (disordered BCC)+B2 (ordered BCC)+Laves,0,https://doi.org/10.1016/j.jallcom.2022.163901
AlCoCrFeNiTi0.2,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Ti']",0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC1+BCC2,1,https://doi.org/10.1016/j.jallcom.2022.163901
MoNbTaTiV,"['Mo', 'Nb', 'Ta', 'Ti', 'V']",0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.jallcom.2016.11.188
ZrTiHfV0.5Nb0.5,"['Zr', 'Ti', 'Hf', 'V', 'Nb']",0,0,0,0,0,0,0,0.25,0.125,0.125,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3390/ma11020208
Zr2.0TiHfVNb2.0,"['Zr', 'Ti', 'Hf', 'V', 'Nb']",0,0,0,0,0,0,0,0.142857143,0.142857143,0.285714286,0,0.285714286,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3390/ma11020208
ZrTiHfNb0.5Mo0.5,"['Zr', 'Ti', 'Hf', 'Nb', 'Mo']",0,0,0,0,0,0,0,0.25,0,0.125,0.125,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3390/ma11020208
